Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.140.130-192.168.140.2-38828-53-17,192.168.140.130,38828,192.168.140.2,53,17,25/09/2024 01:04:39 AM,8089,0,2,0.0,214.0,0,0,0,0,170.0,44.0,107.0,89.09545442950498,26455.680553838545,247.2493509704537,8089.0,0.0,8089.0,8089.0,0,0,0,0,0,8089.0,8089.0,0.0,8089.0,8089.0,0,0,0,0,0,16,0.0,247.2493509704537,44.0,170.0,86.0,72.74613391789285,5292.0,0,0,0,0,0,0,0,0,0.0,129.0,0.0,107.0,0,0,0,0,0,0,0,0,2,214,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-38139-53-17,192.168.140.130,38139,192.168.140.2,53,17,25/09/2024 01:04:35 AM,7831,0,2,0.0,140.0,0,0,0,0,94.0,46.0,70.0,33.94112549695428,17877.665687651643,255.39522410930917,7831.0,0.0,7831.0,7831.0,0,0,0,0,0,7831.0,7831.0,0.0,7831.0,7831.0,0,0,0,0,0,16,0.0,255.39522410930917,46.0,94.0,62.0,27.712812921102035,768.0,0,0,0,0,0,0,0,0,0.0,93.0,0.0,70.0,0,0,0,0,0,0,0,0,2,140,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.250.181.174-192.168.140.130-443-60569-17,192.168.140.130,60569,142.250.181.174,443,17,25/09/2024 01:04:38 AM,22114805,128,1969,25361.0,2569016.0,1357.0,31.0,198.1328125,347.0311513642894,1357.0,26.0,1304.7313357034038,243.76149011545385,117314.03464782982,94.82335476166305,10550.956583969457,222294.88077251875,9813093.0,0.0,2.2043078E7,173567.5433070865,899929.7229915583,9882370.0,95.0,2.2114805E7,11237.197662601628,231583.58240986234,9869925.0,0.0,0,0,0,0,1024,15752,5.78797778230466,89.03537697935839,26.0,1357.0,1237.2421353670147,365.0328295053834,133248.9666167063,0,0,0,0,0,0,0,0,15.0,1237.8321411540296,198.1328125,1304.7313357034027,0,0,0,0,0,0,128,25361,1969,2569016,-1,-1,128,0,5368896.0,0.0,5368896.0,5368896.0,9813093.0,0.0,9813093.0,9813093.0,No Label
185.125.190.56-192.168.140.130-123-60976-17,192.168.140.130,60976,185.125.190.56,123,17,25/09/2024 01:04:31 AM,211001,0,2,0.0,96.0,0,0,0,0,48.0,48.0,48.0,0.0,454.97414704195717,9.478628063374108,211001.0,0.0,211001.0,211001.0,0,0,0,0,0,211001.0,211001.0,0.0,211001.0,211001.0,0,0,0,0,0,16,0.0,9.478628063374108,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,0.0,48.0,0,0,0,0,0,0,0,0,2,96,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.250.181.163-192.168.140.130-80-36924-6,192.168.140.130,36924,142.250.181.163,80,6,25/09/2024 01:04:42 AM,15680427,7,7,824.0,1402.0,412.0,0.0,117.7142857142857,201.03541502739785,701.0,0.0,200.28571428571428,342.05297556846085,141.96041982785292,0.8928328291059932,1206186.6923076923,2903884.5015935227,1.0192515E7,12.0,1.563094E7,2605156.6666666665,3984584.320112735,1.0192515E7,61488.0,1.5680415E7,2613402.5,4472430.809291375,1.1216966E7,49449.0,0,0,0,0,140,164,0.4464164145529966,0.4464164145529966,0.0,701.0,148.4,266.183556431057,70853.68571428572,0,1,0,0,0,0,0,0,1.0,159.0,117.71428571428571,200.28571428571428,0,0,0,0,0,0,7,824,7,1402,-1,64240,2,0,351311.0,0.0,351311.0,351311.0,1.0192515E7,0.0,1.0192515E7,1.0192515E7,No Label
192.168.140.130-34.117.188.166-46624-443-6,192.168.140.130,46624,34.117.188.166,443,6,25/09/2024 01:04:31 AM,953208,8,9,973.0,3717.0,708.0,0.0,121.625,244.03743126238413,3068.0,0.0,413.0,1016.1439366546454,4920.227274634707,17.83451250933689,59575.49999999999,143643.79274070056,577124.0,23.0,908506.0,129786.57142857143,203741.6781366846,577124.0,1500.0,911574.0,113946.75,193378.80999866556,577992.0,1340.0,0,0,0,0,160,204,8.392711769099714,9.441800740237177,0.0,3068.0,260.5555555555555,731.9886066472878,535807.3202614379,0,1,0,0,0,0,0,0,1.0,275.88235294117646,121.625,413.0,0,0,0,0,0,0,8,973,9,3717,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-38292-53-17,192.168.140.130,38292,192.168.140.2,53,17,25/09/2024 01:04:39 AM,10582,0,2,0.0,193.0,0,0,0,0,134.0,59.0,96.5,53.033008588991066,18238.518238518238,189.000189000189,10582.0,0.0,10582.0,10582.0,0,0,0,0,0,10582.0,10582.0,0.0,10582.0,10582.0,0,0,0,0,0,16,0.0,189.000189000189,59.0,134.0,84.0,43.30127018922193,1875.0,0,0,0,0,0,0,0,0,0.0,126.0,0.0,96.5,0,0,0,0,0,0,0,0,2,193,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-44439-53-17,192.168.140.130,44439,192.168.140.2,53,17,25/09/2024 01:04:33 AM,10568,0,2,0.0,193.0,0,0,0,0,134.0,59.0,96.5,53.033008588991066,18262.679788039364,189.25056775170327,10568.0,0.0,10568.0,10568.0,0,0,0,0,0,10568.0,10568.0,0.0,10568.0,10568.0,0,0,0,0,0,16,0.0,189.25056775170327,59.0,134.0,84.0,43.30127018922193,1875.0,0,0,0,0,0,0,0,0,0.0,126.0,0.0,96.5,0,0,0,0,0,0,0,0,2,193,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-57202-53-17,192.168.140.130,57202,192.168.140.2,53,17,25/09/2024 01:04:34 AM,5266,0,2,0.0,231.0,0,0,0,0,185.0,46.0,115.5,98.2878425849301,43866.31219141663,379.794910748196,5266.0,0.0,5266.0,5266.0,0,0,0,0,0,5266.0,5266.0,0.0,5266.0,5266.0,0,0,0,0,0,16,0.0,379.794910748196,46.0,185.0,92.33333333333334,80.25168741735799,6440.333333333334,0,0,0,0,0,0,0,0,0.0,138.5,0.0,115.5,0,0,0,0,0,0,0,0,2,231,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-57445-53-17,192.168.140.130,57445,192.168.140.2,53,17,25/09/2024 01:04:57 AM,6446,0,2,0.0,108.0,0,0,0,0,62.0,46.0,54.0,11.313708498984761,16754.576481538938,310.26993484331365,6446.0,0.0,6446.0,6446.0,0,0,0,0,0,6446.0,6446.0,0.0,6446.0,6446.0,0,0,0,0,0,16,0.0,310.26993484331365,46.0,62.0,51.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,77.0,0.0,54.0,0,0,0,0,0,0,0,0,2,108,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-43529-53-17,192.168.140.130,43529,192.168.140.2,53,17,25/09/2024 01:04:45 AM,10350,0,2,0.0,120.0,0,0,0,0,74.0,46.0,60.0,19.79898987322333,11594.202898550724,193.23671497584542,10350.0,0.0,10350.0,10350.0,0,0,0,0,0,10350.0,10350.0,0.0,10350.0,10350.0,0,0,0,0,0,16,0.0,193.23671497584542,46.0,74.0,55.333333333333336,16.165807537309522,261.33333333333337,0,0,0,0,0,0,0,0,0.0,83.0,0.0,60.0,0,0,0,0,0,0,0,0,2,120,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.178.24.226-33082-443-6,192.168.140.130,33082,192.178.24.226,443,6,25/09/2024 01:04:51 AM,721177,10,11,972.0,4993.0,707.0,0.0,97.19999999999999,220.93930790553716,2824.0,0.0,453.90909090909105,899.6028517679849,8271.201105969825,29.119065083883708,36058.850000000006,69043.39903832799,279132.0,34.0,662040.0,73560.0,92687.96106830704,279132.0,1628.0,680861.0,68086.1,87742.32215913697,280122.0,1640.0,0,0,0,0,200,244,13.866221468516052,15.252843615367658,0.0,2824.0,271.13636363636357,664.6050954517524,441699.93290043285,0,1,0,0,0,0,0,0,1.0,284.04761904761904,97.2,453.90909090909093,0,0,0,0,0,0,10,972,11,4993,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-45001-53-17,192.168.140.130,45001,192.168.140.2,53,17,25/09/2024 01:04:29 AM,27841,0,2,0.0,141.0,0,0,0,0,99.0,42.0,70.5,40.30508652763321,5064.473258862828,71.83650012571387,27841.0,0.0,27841.0,27841.0,0,0,0,0,0,27841.0,27841.0,0.0,27841.0,27841.0,0,0,0,0,0,16,0.0,71.83650012571387,42.0,99.0,61.0,32.90896534380867,1083.0,0,0,0,0,0,0,0,0,0.0,91.5,0.0,70.5,0,0,0,0,0,0,0,0,2,141,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-45327-53-17,192.168.140.130,45327,192.168.140.2,53,17,25/09/2024 01:04:39 AM,40870,0,2,0.0,193.0,0,0,0,0,129.0,64.0,96.5,45.96194077712559,4722.290188402251,48.93564962074872,40870.0,0.0,40870.0,40870.0,0,0,0,0,0,40870.0,40870.0,0.0,40870.0,40870.0,0,0,0,0,0,16,0.0,48.93564962074872,64.0,129.0,85.66666666666667,37.52776749732568,1408.3333333333335,0,0,0,0,0,0,0,0,0.0,128.5,0.0,96.5,0,0,0,0,0,0,0,0,2,193,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-34765-53-17,192.168.140.130,34765,192.168.140.2,53,17,25/09/2024 01:04:34 AM,4789,0,2,0.0,219.0,0,0,0,0,173.0,46.0,109.5,89.80256121069154,45729.7974524953,417.62372102735435,4789.0,0.0,4789.0,4789.0,0,0,0,0,0,4789.0,4789.0,0.0,4789.0,4789.0,0,0,0,0,0,16,0.0,417.62372102735435,46.0,173.0,88.33333333333334,73.32348418708247,5376.333333333334,0,0,0,0,0,0,0,0,0.0,132.5,0.0,109.5,0,0,0,0,0,0,0,0,2,219,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-40244-53-17,192.168.140.130,40244,192.168.140.2,53,17,25/09/2024 01:04:33 AM,4544,0,2,0.0,192.0,0,0,0,0,138.0,54.0,96.0,59.39696961966999,42253.52112676056,440.14084507042253,4544.0,0.0,4544.0,4544.0,0,0,0,0,0,4544.0,4544.0,0.0,4544.0,4544.0,0,0,0,0,0,16,0.0,440.14084507042253,54.0,138.0,82.0,48.49742261192856,2352.0,0,0,0,0,0,0,0,0,0.0,123.0,0.0,96.0,0,0,0,0,0,0,0,0,2,192,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.178.24.174-53564-443-17,192.168.140.130,53564,192.178.24.174,443,17,25/09/2024 01:04:58 AM,362834,8,12,1898.0,10390.0,1357.0,65.0,237.25,452.65210545343604,1357.0,42.0,865.8333333333333,624.3667094575013,33866.72693297762,55.12162586747659,19096.526315789473,26109.795752995808,97618.0,1.0,309195.0,44170.71428571428,37985.5158743184,117626.0,468.0,356892.0,32444.727272727272,42459.07800245057,111731.0,1.0,0,0,0,0,64,96,22.048650346990634,33.072975520485954,42.0,1357.0,649.7619047619048,638.1295248428728,407209.29047619057,0,0,0,0,0,0,0,0,1.0,682.25,237.25,865.8333333333334,0,0,0,0,0,0,8,1898,12,10390,-1,-1,8,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.229.221.95-53346-80-6,192.168.140.130,53346,192.229.221.95,80,6,25/09/2024 01:04:35 AM,21321987,6,6,416.0,737.0,416.0,0.0,69.33333333333334,169.831288832967,737.0,0.0,122.83333333333334,300.87899007186707,54.07563563377091,0.5627993300999574,1938362.4545454546,4041727.946213856,1.0176646E7,28.0,2.1277467E7,4255493.4,5341934.820570427,1.0177024E7,5656.0,2.1321987E7,4264397.4,5804275.150010232,1.1050258E7,6293.0,0,0,0,0,120,144,0.2813996650499787,0.2813996650499787,0.0,737.0,88.6923076923077,226.19364293137,51163.5641025641,0,1,0,0,0,0,0,0,1.0,96.08333333333333,69.33333333333333,122.83333333333333,0,0,0,0,0,0,6,416,6,737,-1,64240,1,0,572061.0,675028.1749512386,1049378.0,94744.0,1.0088746E7,124309.37213259506,1.0176646E7,1.0000846E7,No Label
142.250.181.163-192.168.140.130-443-43424-6,192.168.140.130,43424,142.250.181.163,443,6,25/09/2024 01:04:57 AM,644384,9,10,962.0,4762.0,697.0,0.0,106.88888888888889,228.29227124699406,2705.0,0.0,476.2,908.0541834053737,8882.902120474748,29.485524159507378,35799.11111111111,69826.56507787823,259503.0,25.0,592619.0,74077.375,92503.76084236868,259503.0,1434.0,603928.0,67103.1111111111,89605.74782407159,260273.0,1601.0,0,0,0,0,180,224,13.966827233450863,15.518696926056514,0.0,2705.0,286.2,671.6156168837241,451067.5368421052,0,1,0,0,0,0,0,0,1.0,301.2631578947368,106.88888888888889,476.2,0,0,0,0,0,0,9,962,10,4762,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.178.24.174-34910-443-17,192.168.140.130,34910,192.178.24.174,443,17,25/09/2024 01:04:58 AM,460916,11,15,4706.0,12004.0,1357.0,31.0,427.8181818181818,601.1462082026,1357.0,24.0,800.2666666666667,632.0944172993085,36253.89441893968,56.40941082539986,18436.64,27319.053019946845,96229.0,2.0,346398.0,34639.799999999996,38517.15833755133,112032.0,281.0,460916.0,32922.571428571435,40969.97809787869,109686.0,2.0,0,0,0,0,88,120,23.86551996459225,32.54389086080761,24.0,1357.0,669.1481481481482,637.8762059608855,406886.0541310541,0,0,0,0,0,0,0,0,1.0,694.8846153846154,427.8181818181818,800.2666666666667,0,0,0,0,0,0,11,4706,15,12004,-1,-1,11,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-34644-53-17,192.168.140.130,34644,192.168.140.2,53,17,25/09/2024 01:04:15 AM,13067,0,2,0.0,249.0,0,0,0,0,188.0,61.0,124.5,89.80256121069154,19055.636335807758,153.05731996632738,13067.0,0.0,13067.0,13067.0,0,0,0,0,0,13067.0,13067.0,0.0,13067.0,13067.0,0,0,0,0,0,16,0.0,153.05731996632738,61.0,188.0,103.33333333333334,73.32348418708247,5376.333333333334,0,0,0,0,0,0,0,0,0.0,155.0,0.0,124.5,0,0,0,0,0,0,0,0,2,249,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-53783-53-17,192.168.140.130,53783,192.168.140.2,53,17,25/09/2024 01:04:31 AM,24522,0,2,0.0,190.0,0,0,0,0,146.0,44.0,95.0,72.12489168102785,7748.144523285214,81.55941603458119,24522.0,0.0,24522.0,24522.0,0,0,0,0,0,24522.0,24522.0,0.0,24522.0,24522.0,0,0,0,0,0,16,0.0,81.55941603458119,44.0,146.0,78.0,58.88972745734183,3468.0,0,0,0,0,0,0,0,0,0.0,117.0,0.0,95.0,0,0,0,0,0,0,0,0,2,190,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-58969-53-17,192.168.140.130,58969,192.168.140.2,53,17,25/09/2024 01:04:45 AM,6609,0,2,0.0,213.0,0,0,0,0,149.0,64.0,106.5,60.10407640085654,32228.778937812072,302.61764260856404,6609.0,0.0,6609.0,6609.0,0,0,0,0,0,6609.0,6609.0,0.0,6609.0,6609.0,0,0,0,0,0,16,0.0,302.61764260856404,64.0,149.0,92.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,138.5,0.0,106.5,0,0,0,0,0,0,0,0,2,213,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-46844-53-17,192.168.140.130,46844,192.168.140.2,53,17,25/09/2024 01:04:39 AM,11459,0,2,0.0,233.0,0,0,0,0,159.0,74.0,116.5,60.10407640085654,20333.36242254996,174.53529976437733,11459.0,0.0,11459.0,11459.0,0,0,0,0,0,11459.0,11459.0,0.0,11459.0,11459.0,0,0,0,0,0,16,0.0,174.53529976437733,74.0,159.0,102.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,153.5,0.0,116.5,0,0,0,0,0,0,0,0,2,233,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-45326-53-17,192.168.140.130,45326,192.168.140.2,53,17,25/09/2024 01:04:40 AM,8148,0,2,0.0,192.0,0,0,0,0,152.0,40.0,96.0,79.19595949289332,23564.0648011782,245.45900834560626,8148.0,0.0,8148.0,8148.0,0,0,0,0,0,8148.0,8148.0,0.0,8148.0,8148.0,0,0,0,0,0,16,0.0,245.45900834560626,40.0,152.0,77.33333333333334,64.66323014923809,4181.333333333334,0,0,0,0,0,0,0,0,0.0,116.0,0.0,96.0,0,0,0,0,0,0,0,0,2,192,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-41943-53-17,192.168.140.130,41943,192.168.140.2,53,17,25/09/2024 01:04:57 AM,9275,0,2,0.0,102.0,0,0,0,0,59.0,43.0,51.0,11.313708498984761,10997.304582210243,215.63342318059298,9275.0,0.0,9275.0,9275.0,0,0,0,0,0,9275.0,9275.0,0.0,9275.0,9275.0,0,0,0,0,0,16,0.0,215.63342318059298,43.0,59.0,48.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,72.5,0.0,51.0,0,0,0,0,0,0,0,0,2,102,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-34.120.158.37-42794-443-6,34.120.158.37,443,192.168.140.130,42794,6,25/09/2024 01:04:47 AM,67706,2,2,586.0,0.0,586.0,0.0,293.0,414.36457377531684,0.0,0.0,0.0,0.0,8655.06749771069,59.07895902874191,22568.666666666664,38662.886704607736,67212.0,27.0,67212.0,67212.0,0.0,67212.0,67212.0,67706.0,67706.0,0.0,67706.0,67706.0,0,0,0,0,40,40,29.539479514370957,29.539479514370957,0.0,586.0,117.2,262.06716696297536,68679.2,0,0,0,0,1,0,0,0,1.0,146.5,293.0,0.0,0,0,0,0,0,0,2,586,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-53552-53-17,192.168.140.130,53552,192.168.140.2,53,17,25/09/2024 01:04:26 AM,9982,0,2,0.0,220.0,0,0,0,0,167.0,53.0,110.0,80.61017305526642,22039.671408535363,200.36064916850333,9982.0,0.0,9982.0,9982.0,0,0,0,0,0,9982.0,9982.0,0.0,9982.0,9982.0,0,0,0,0,0,16,0.0,200.36064916850333,53.0,167.0,91.0,65.81793068761733,4332.0,0,0,0,0,0,0,0,0,0.0,136.5,0.0,110.0,0,0,0,0,0,0,0,0,2,220,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-53181-53-17,192.168.140.130,53181,192.168.140.2,53,17,25/09/2024 01:04:33 AM,44283,0,2,0.0,187.0,0,0,0,0,136.0,51.0,93.5,60.10407640085654,4222.839464354267,45.16405844229162,44283.0,0.0,44283.0,44283.0,0,0,0,0,0,44283.0,44283.0,0.0,44283.0,44283.0,0,0,0,0,0,16,0.0,45.16405844229162,51.0,136.0,79.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,119.0,0.0,93.5,0,0,0,0,0,0,0,0,2,187,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-60135-53-17,192.168.140.130,60135,192.168.140.2,53,17,25/09/2024 01:04:33 AM,9902,0,2,0.0,262.0,0,0,0,0,203.0,59.0,131.0,101.82337649086284,26459.301151282572,201.97939810139368,9902.0,0.0,9902.0,9902.0,0,0,0,0,0,9902.0,9902.0,0.0,9902.0,9902.0,0,0,0,0,0,16,0.0,201.97939810139368,59.0,203.0,107.0,83.13843876330611,6912.0,0,0,0,0,0,0,0,0,0.0,160.5,0.0,131.0,0,0,0,0,0,0,0,0,2,262,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-101.50.113.11-34252-80-6,192.168.140.130,34252,101.50.113.11,80,6,25/09/2024 01:04:35 AM,21558440,6,6,416.0,889.0,416.0,0.0,69.33333333333334,169.831288832967,889.0,0.0,148.16666666666669,362.93273022237423,60.533136906009894,0.5566265462621599,1959858.1818181816,4109355.4315919625,1.025807E7,22.0,2.1546978E7,4309395.6,5437835.158094377,1.025807E7,8590.0,2.155844E7,4311688.0,5899584.409853587,1.1282856E7,9175.0,0,0,0,0,120,144,0.27831327313107995,0.27831327313107995,0.0,889.0,100.38461538461539,263.3715811236849,69364.58974358974,0,1,0,0,0,0,0,0,1.0,108.75,69.33333333333333,148.16666666666666,0,0,0,0,0,0,6,416,6,889,-1,64240,1,0,529873.0,699866.0077471973,1024753.0,34993.0,1.0248666E7,13299.264340556585,1.025807E7,1.0239262E7,No Label
192.168.140.130-34.120.208.123-45784-443-6,192.168.140.130,45784,34.120.208.123,443,6,25/09/2024 01:04:33 AM,6377985,35,38,4876.0,6312.0,544.0,0.0,139.31428571428572,162.99869566937022,2824.0,0.0,166.1052631578947,474.13151268704104,1754.1590329861235,11.445621148372096,88583.12500000003,310249.3067283256,2237009.0,9.0,6322888.0,185967.29411764708,434710.2051764105,2237009.0,302.0,6377985.0,172377.972972973,427835.72567293,2278721.0,9.0,0,0,0,0,700,784,5.487626577986621,5.957994570385474,0.0,2824.0,151.18918918918916,356.10536672492395,126811.03221029256,0,1,0,0,0,0,0,0,1.0,153.26027397260273,139.31428571428572,166.10526315789474,0,0,0,0,0,0,35,4876,38,6312,-1,64240,23,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-40851-53-17,192.168.140.130,40851,192.168.140.2,53,17,25/09/2024 01:04:46 AM,5359,0,2,0.0,213.0,0,0,0,0,149.0,64.0,106.5,60.10407640085654,39746.22130994588,373.2039559619332,5359.0,0.0,5359.0,5359.0,0,0,0,0,0,5359.0,5359.0,0.0,5359.0,5359.0,0,0,0,0,0,16,0.0,373.2039559619332,64.0,149.0,92.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,138.5,0.0,106.5,0,0,0,0,0,0,0,0,2,213,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-50706-53-17,192.168.140.130,50706,192.168.140.2,53,17,25/09/2024 01:04:35 AM,6836,0,2,0.0,190.0,0,0,0,0,146.0,44.0,95.0,72.12489168102785,27794.031597425394,292.5687536571094,6836.0,0.0,6836.0,6836.0,0,0,0,0,0,6836.0,6836.0,0.0,6836.0,6836.0,0,0,0,0,0,16,0.0,292.5687536571094,44.0,146.0,78.0,58.88972745734183,3468.0,0,0,0,0,0,0,0,0,0.0,117.0,0.0,95.0,0,0,0,0,0,0,0,0,2,190,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-43085-53-17,192.168.140.130,43085,192.168.140.2,53,17,25/09/2024 01:04:39 AM,8484,0,2,0.0,190.0,0,0,0,0,146.0,44.0,95.0,72.12489168102785,22395.096652522396,235.73785950023574,8484.0,0.0,8484.0,8484.0,0,0,0,0,0,8484.0,8484.0,0.0,8484.0,8484.0,0,0,0,0,0,16,0.0,235.73785950023574,44.0,146.0,78.0,58.88972745734183,3468.0,0,0,0,0,0,0,0,0,0.0,117.0,0.0,95.0,0,0,0,0,0,0,0,0,2,190,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-53549-53-17,192.168.140.130,53549,192.168.140.2,53,17,25/09/2024 01:04:33 AM,8823,0,2,0.0,233.0,0,0,0,0,159.0,74.0,116.5,60.10407640085654,26408.251161736374,226.68026748271564,8823.0,0.0,8823.0,8823.0,0,0,0,0,0,8823.0,8823.0,0.0,8823.0,8823.0,0,0,0,0,0,16,0.0,226.68026748271564,74.0,159.0,102.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,153.5,0.0,116.5,0,0,0,0,0,0,0,0,2,233,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-53604-53-17,192.168.140.130,53604,192.168.140.2,53,17,25/09/2024 01:04:51 AM,18536,0,2,0.0,129.0,0,0,0,0,90.0,39.0,64.5,36.062445840513924,6959.430297798877,107.89814415192059,18536.0,0.0,18536.0,18536.0,0,0,0,0,0,18536.0,18536.0,0.0,18536.0,18536.0,0,0,0,0,0,16,0.0,107.89814415192059,39.0,90.0,56.0,29.444863728670914,867.0,0,0,0,0,0,0,0,0,0.0,84.0,0.0,64.5,0,0,0,0,0,0,0,0,2,129,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-59556-53-17,192.168.140.130,59556,192.168.140.2,53,17,25/09/2024 01:04:40 AM,12836,0,2,0.0,213.0,0,0,0,0,149.0,64.0,106.5,60.10407640085654,16593.954502960423,155.8117793705204,12836.0,0.0,12836.0,12836.0,0,0,0,0,0,12836.0,12836.0,0.0,12836.0,12836.0,0,0,0,0,0,16,0.0,155.8117793705204,64.0,149.0,92.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,0.0,138.5,0.0,106.5,0,0,0,0,0,0,0,0,2,213,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.140.130-192.168.140.2-54043-53-17,192.168.140.130,54043,192.168.140.2,53,17,25/09/2024 01:04:58 AM,15959,0,2,0.0,116.0,0,0,0,0,72.0,44.0,58.0,19.79898987322333,7268.6258537502345,125.3211354094868,15959.0,0.0,15959.0,15959.0,0,0,0,0,0,15959.0,15959.0,0.0,15959.0,15959.0,0,0,0,0,0,16,0.0,125.3211354094868,44.0,72.0,53.333333333333336,16.165807537309522,261.33333333333337,0,0,0,0,0,0,0,0,0.0,80.0,0.0,58.0,0,0,0,0,0,0,0,0,2,116,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
